source_id,text,label,label_encoded
4595,"অর্থমন্ত্রী আবুল মাল আবদুল মুহিত বলেছেন, আগামী অর্থবছরের বাজেটের আকার ৩ লাখ ৯০ হাজার কোটি টাকা হতে পারে। তবে এখনো সিদ্ধান্ত চূড়ান্ত হয়নি। চলতি অর্থবছরের দ্বিতীয় প্রান্তিকের পুনর্মূল্যায়নের সময় আগামী অর্থবছরের বাজেটের আকার ঠিক করা হবে। আজ সোমবার সচিবালয়ে সম্পদ কমিটির এক বৈঠকের পর অর্থমন্ত্রী সাংবাদিকদের এসব কথা বলেন। এ সময় অর্থমন্ত্রী আরও বলেন, অবৈধ পথে বা হুন্ডির মাধ্যমে টাকা আসাই প্রবাসী আয় কমে যাওয়ার অন্যতম কারণ। তিনি বলেন, ‘হ্যাঁ, রেমিট্যান্স কমছে। তবে প্রবাসীকল্যাণ মন্ত্রণালয় বলেছে, প্রবাসী আয় বাড়ানোর বিষয়ে তারা কিছু পদক্ষেপ নিচ্ছে। আমিও মনে করি, ডলারের মূল্যমান ৮০ টাকা হয়ে যাওয়ায় এ সমস্যা মিটে যাবে এবং প্রবাসীয় আয় বাড়বে।’ চলমান বৃহৎ প্রকল্পগুলোর মধ্যে পদ্মা সেতু প্রকল্পের অগ্রগতি খুবই ভালো বলে জানান অর্থমন্ত্রী। তিনি বলেন, ‘পদ্মা সেতু প্রকল্পের ৪৯ শতাংশ বাস্তবায়ন হয়েছে।’ এ সময় বিদ্যুতের দাম নির্ধারণের বিষয়ে একটা নীতি সিদ্ধান্ত নেওয়া হতে পারে জানিয়ে মন্ত্রী বলেন, ‘বিদ্যুৎ ও কৃষিতে যেভাবে প্রণোদনা দেওয়া হয়, ঠিক সে রকম সাধারণ মানুষের জন্য প্রণোদনা দেওয়ার বিষয়ে ভাবা হচ্ছে। এখনো প্রণোদনা দেওয়া হচ্ছে। তবে আরও নতুন করে একটু-আধটু সমন্বয়ের কথা ভাবা হচ্ছে।’",Human,0
4596,"জাতীয় রাজস্ব বোর্ডের চেয়ারম্যান নজিবুর রহমান বলেছেন, প্রধানমন্ত্রীর নির্দেশে জনবান্ধব ও কল্যাণমুখী এবং দেশীয় শিল্পের প্রসারের লক্ষ্য সামনে রেখে বাজেট প্রণয়নের কাজ করা হচ্ছে। কাস্টমস এক্সাইজ ও ভ্যাট কমিশনারেট রংপুর কার্যালয়ের আয়োজনে গতকাল বৃহস্পতিবার দিনব্যাপী রংপুরের একটি কমিউনিটি সেন্টারে প্রাক্-বাজেট আলোচনা সভায় প্রধান অতিথির বক্তৃতায় নজিবুর রহমান এসব কথা বলেন। এ সময় রংপুর অঞ্চলের বিভিন্ন পেশার ব্যবসায়ী, প্রশাসনের কর্মকর্তারা উপস্থিত ছিলেন। নজিবুর রহমান বলেন, আগামী বাজেট প্রণয়নের ক্ষেত্রে দেশীয় শিল্পের সুরক্ষা, রপ্তানিমুখী শিল্পকে আরও প্রণোদনা দেওয়া, তুলনামূলক পিছিয়ে পড়া অঞ্চলের কর্মসংস্থান সৃষ্টির মধ্য দিয়ে উন্নয়ন এবং ব্যবসায়ীদের সঙ্গে পার্টনারশিপের মাধ্যমে আগামী দিনে রাজস্ব আহরণ পদ্ধতির উন্নয়ন করার বিষয়ে অগ্রাধিকার দেওয়া হচ্ছে। প্রাক্-বাজেট আলোচনা সভায় রংপুর চেম্বার অব কমার্স অ্যান্ড ইন্ডাস্ট্রির সভাপতি আবুল কাশেমের সভাপতিত্বে অন্যান্যের মধ্যে আলোচনায় অংশ নেন জাতীয় রাজস্ব বোর্ডের সদস্য যথাক্রমে রেজাউল হাসান, লুৎফর রহমান ও পারভেজ ইকবাল, রংপুরের অতিরিক্ত বিভাগীয় কমিশনার মিনু শীল, রংপুর পুলিশ রেঞ্জের অতিরিক্ত ডিআইজি বশির আহমেদ, রংপুর জেলা প্রশাসক মুহাম্মদ ওয়াহিদুজ্জামান, এফবিসিসিআইয়ের সাবেক জ্যেষ্ঠ সহসভাপতি মোস্তফা আজাদ চৌধুরী, রংপুর কর অঞ্চলের কর কমিশনার হারুন অর রশীদ, কাস্টমস এক্সাইজ ও ভ্যাট কমিশনারেট রংপুর কার্যালয়ের কমিশনার এহসানুল হক।",Human,0
4598,মূল্য সংযোজন কর (মূসক) বা ভ্যাট নিবন্ধন করতে এবার ব্যবসায়ীদের কাছেই যাবেন কর্মকর্তারা। চারটি বাসে ভ্রাম্যমাণ বা ভ্যাট অনলাইনে মোবাইল হেল্প ডেস্ক থাকবে। ব্যবসায়ীদের মূসক নিবন্ধন নিতে সহায়তা করতেই জাতীয় রাজস্ব বোর্ড (এনবিআর) এই উদ্যোগ নিয়েছে। প্রতিদিন রাজধানী ঢাকা ও চট্টগ্রামের বিভিন্ন বিপণিবিতানের সামনে এসব বাস যাবে। বাসে ভ্যাট কর্মকর্তারা অনলাইনে ভ্যাট নিবন্ধনের জন্য ল্যাপটপসহ প্রয়োজনীয় জিনিসপত্র নিয়ে প্রস্তুত থাকবেন। ঢাকায় তিনটি এবং চট্টগ্রামে দুটি বাস চলবে। গতকাল বুধবার অর্থমন্ত্রী আবুল মাল আবদুল মুহিত ফিতা কেটে এই ভ্রাম্যমাণ বাসের উদ্বোধন করেন। সেগুনবাগিচার এনবিআর কার্যালয়ের সামনে এই অনুষ্ঠান হয়। এ সময় এনবিআর চেয়ারম্যান নজিবুর রহমানসহ ঊর্ধ্বতন কর্মকর্তারা উপস্থিত ছিলেন।,Human,0
4601,সচ্ছল ও তরুণ ধূমপায়ীদের মধ্যে ই-সিগারেট বা ইলেকট্রনিক নিকোটিন ডেলিভারি ডিভাইস (ইএসডিএস) ব্যবহার বাড়ছে। অর্থমন্ত্রীর ভাষায় যা বিড়ি-সিগারেটের মতো ভয়াবহ। ই-সিগারেট ও সেবন রিফিল পণ্যের আমদানির ওপর ১০ শতাংশ হারে শুল্ক হার আছে। এটি বাড়িয়ে ২৫ শতাংশ করার প্রস্তাব করেছেন অর্থমন্ত্রী। আবার ১০০ শতাংশ সম্পূরক শুল্ক আরোপের প্রস্তাবও দেওয়া হয়েছে। তিনি বিড়ি-সিগারেটের পাশাপাশি ই-সিগারেটও বন্ধ করতে চান।,Human,0
4602,"দেশের সেরা করদাতা হাকিমপুরী জর্দার ব্যবসায়ী কাউছ মিয়ার দুশ্চিন্তা বেড়েছে। তাঁকে আগের চেয়ে বেশি কর দিতে হবে। কেননা সিগারেট, বিড়ি, জর্দা, গুলসহ সব ধরনের তামাকজাত পণ্য প্রস্তুতকারী কারদাতাদের ওই সব ব্যবসা থেকে আয়ের ওপর আড়াই শতাংশ সারচার্জ বসবে।",Human,0
4603,"দেশে পরিবারবিচ্ছিন্নতা বাড়ছে। বৃদ্ধ বয়সে অনেককে পরিবারছাড়া হতে হচ্ছে। শেষ বয়সে ঠিকানা হিসেবে তাই বেছে নিতে হচ্ছে বৃদ্ধাশ্রম। সেই বাস্তবতা থেকে ধীরগতিতে হলেও দেশে প্রবীণ নিবাস বা বৃদ্ধাশ্রমের সংখ্যাও বাড়ছে। অনেকে এখন বাণিজ্যিকভাবে বৃদ্ধাশ্রম পরিচালনা করেন। এ বৃদ্ধাশ্রমগুলো থেকে আয়কে কর অব্যাহতি দেওয়া হয়েছে। পরম মমতায় যেন প্রবীণ নাগরিকেরা আরেকটু ভালো থাকেন, সেটাই সবার প্রত্যাশা।",Human,0
4604,"সরকারি ব্যাংকগুলোর জন্য আগামী বাজেটেও দুই হাজার কোটি টাকা বরাদ্দ রাখা হয়েছে। এ টাকা জনগণের করের টাকা। তবে বাজেট বক্তৃতায় অর্থমন্ত্রী এ ব্যাপারে কিছু বলেননি। ‘মূলধন পুনর্গঠনে বিনিয়োগ’ নামে এ সরকারের আমলে সরকারি ব্যাংকগুলোকে মোট ১৪ হাজার কোটিরও বেশি টাকা দেওয়া হয়েছে। চলতি ২০১৬-১৭ অর্থবছরেও সরকারি ব্যাংকগুলোর জন্য দুই হাজার কোটি টাকা রাখা হয়েছিল, যা থেকে অর্থ মন্ত্রণালয়ের অর্থ বিভাগ ১ হাজার ৮০০ কোটি টাকা দেওয়ার ব্যাপারে অনুমোদন দিয়েছে। বাংলাদেশ ব্যাংকের সাবেক ডেপুটি গভর্নর খোন্দকার ইব্রাহিম খালেদ গতকাল বলেন, জনগণের ব্যাংক হিসাব থেকে কর কেটে নেওয়া হবে, আবার সেই টাকা দেওয়া হবে সরকারি ব্যাংকগুলোর মূলধন জোগানে। এটা একটা অনৈতিক কাজ। ব্যাংক খাতের সংস্কার নিয়ে অর্থমন্ত্রী কিছু না বলার সমালোচনা করে ইব্রাহিম খালেদ আরও বলেন, মূলধন জোগানের নামে ব্যাংকগুলোকে টাকা দেওয়া জনস্বার্থবিরোধী। প্রতিবছর এমন উদ্যোগ চলতে পারে না।",Human,0
4605,"মোবাইল ফোন রিচার্জ করে কমিশন, ফি নেন এমন ব্যবসায়ীদের ইলেকট্রনিক কর শনাক্তকরণ নম্বর (ইটিআইএন) নিতে হবে। এমনকি যাঁরা মোবাইল ব্যাংকিং বা অন্য কোনো ইলেকট্রনিক উপায়ে অর্থ আদান-প্রদান করেন, তাঁদের টিআইএন নিতে হবে। এই শ্রেণির ব্যবসায়ীদের টিআইএন নেওয়া বাধ্যতামূলক।",Human,0
4607,"যেসব তৈরি পোশাকশিল্প মালিকের কারখানা আন্তর্জাতিকভাবে স্বীকৃত গ্রিন বিল্ডিং সার্টিফিকেট পাবে, সেসব কারখানা করপোরেট করে ছাড় পাবে। তাদের ১৫ শতাংশ করপোরেট করের পরিবর্তে ১৪ শতাংশ কর দিলেই হবে। পরিবেশবান্ধব উৎপাদনকে উৎসাহিত করতেই এই কর ছাড় দেওয়া হচ্ছে। যদিও তৈরি পোশাক রপ্তানিকারকদের উৎসে ১ শতাংশ কর দিতে হবে। যা বছর শেষে ১৪ কিংবা ১৫ শতাংশ হিসেবে সমন্বয় করতে হবে।",Human,0
4609,"চলতি অর্থবছর শেষে মাথাপিছু আয় ১৬০২ ডলার হবে। বাংলাদেশ পরিসংখ্যান ব্যুরোর (বিবিএস) সাময়িক হিসাবে এ তথ্য পাওয়া গেছে। মাথাপিছু আয় ব্যক্তির আয় নয়, এটি দেশের সব মানুষের আয় এবং রপ্তানি ও প্রবাসী আয়কে যোগ করে মাথাপিছু ভাগ করে দেওয়া হয়েছে। দারিদ্র্যের হার এখনো ২৩ দশমিক ২ শতাংশ। চরম দারিদ্র্যের হার ১২ দশমিক ৯ শতাংশ। চরম দরিদ্র জনগোষ্ঠীর একজন গরিব মানুষ বিস্ময়ভরা দৃষ্টিতে বলতে পারেন, আমার এত আয়। বছরে সোয়া এক লাখ টাকা। মাসে ১০ হাজার টাকার বেশি।",Human,0
4610,"উচ্চ শুল্ক হারের কারণে মধ্যবিত্ত কিংবা উচ্চবিত্তের গাড়ির স্বপ্ন পূরণ কঠিন হয়ে যায়। কিন্তু গাড়ি কেনায় বড়লোককে ঠিকই সুবিধা দিলেন অর্থমন্ত্রী। বড়লোকের বিলাসবহুল গাড়ির শুল্ক কমানোর প্রস্তাব করা হয়েছে। এতে দামি ও বেশি সিসির গাড়ির দাম কমবে। অর্থমন্ত্রীর প্রস্তাব অনুযায়ী, সিলিন্ডার ক্যাপাসিটি ২০০১ সিসি থেকে ৩০০০ সিসি পর্যন্ত গাড়ি আমদানিতে ২০০ শতাংশ সম্পূরক শুল্ক বসবে। বর্তমানে গাড়ি আমদানিতে ২০০১ সিসি থেকে ২৭৫০ সিসি পর্যন্ত ২০০ শতাংশ এবং ২৭৫১ থেকে ৩০০০ সিসি পর্যন্ত গাড়িতে ৩৫০ শতাংশ সম্পূরক শুল্ক আছে। জাতীয় রাজস্ব বোর্ড (এনবিআর) সূত্রে জানা গেছে, নতুন সম্পূরক শুল্ক হার বাস্তবায়ন হলে করভার কমবে ২৩৪ শতাংশ। এর মানে হলো কোনো গাড়ির দাম শুল্কায়নযোগ্য মূল্য (যে দামে আমদানিকারক কেনেন) ১০০ টাকা হলে ২৩৪ টাকা কম কর দিতে হবে।",Human,0
4611,দীর্ঘ সময় ধরে কোনো পরিবারের সব সদস্য কর দিলে ওই পরিবারকে ‘কর বাহাদুর’ ঘোষণা করতে চান অর্থমন্ত্রী। বাজেটে তিনি এই প্রস্তাবই দিয়েছেন। সৎ করদাতাদের উৎসাহিত করা এবং নতুন নতুন করদাতাকে করজালে আনতেই তিনি এমন সম্মাননা দেওয়ার প্রস্তাব দিয়েছেন। চলতি অর্থবছরে ৫৭১ জন করদাতাকে সম্মাননা দেওয়া হয়েছে।,Human,0
4612,"সরকারি-বেসরকারি অংশীদারিতে (পিপিপি) বিনিয়োগ আকর্ষণের জন্য এ খাতে কর অব্যাহতি দেওয়ার প্রস্তাব দিয়েছে সরকার। পিপিপির আওতায় নির্মিত জাতীয় মহাসড়ক, এক্সপ্রেসওয়ে, ফ্লাইওভার, এলিভেটেড অ্যান্ড অ্যাট-গ্রেড এক্সপ্রেসওয়ে, সাবওয়ে ইত্যাদি অবকাঠামো নির্মাণে এ কর অব্যাহতি দেওয়ার কথা বাজেট প্রস্তাবে বলেছেন অর্থমন্ত্রী আবুল মাল আবদুল মুহিত। অবশ্য এ ক্ষেত্রে শর্ত থাকবে বলে জানিয়েছেন তিনি।",Human,0
4613,"আপনি ভ্যাট বোঝেন না, কোনো সমস্যা নেই। কল করুন ১৬৫৫৫ নম্বরে। এই নম্বরে কল করলেই ভ্যাটের সব তথ্য পাওয়া যাবে। ইতিমধ্যে ভ্যাট অনলাইন প্রকল্প এই নম্বরে কল সেন্টার স্থাপন করেছে। এই কল সেন্টার থেকেই ভ্যাটের যাবতীয় তথ্য-উপাত্তসহ যেকোনো ধরনের প্রশ্নের উত্তর পাওয়া যাবে।",Human,0
4614,"কালোটাকা সাদা করার সুযোগ প্রত্যাহার করলেন না অর্থমন্ত্রী। বাজেট বক্তৃতায় এ নিয়ে তিনি কোনো কথা বলেননি। তার মানে সুযোগটি থেকে গেল। ২০১৩-১৪ অর্থবছরের বাজেটে আয়কর অধ্যাদেশের ১৯ বিবিবিবিবি নামে একটি নতুন ধারা সংযোজন করা হয়। সেখানে নির্দিষ্ট পরিমাণ কর দিয়ে ফ্ল্যাট কিনে কালোটাকা সাদা করার সুযোগ দেওয়া হয়। এ সুযোগটির কোনো মেয়াদ নেই। তাই যত দিন এ ধারা বাতিল করা না হবে, তত দিন এ সুযোগ অব্যাহত থাকবে।",Human,0
4615,"তিন অর্থবছরের মধ্যে দেশ থেকে বিড়ি উৎপাদন বন্ধ করে দেওয়ার ঘোষণা দিয়েছেন অর্থমন্ত্রী। সেই সঙ্গে বিড়ির প্যাকেট মূল্যও নির্ধারণ করে দিয়েছেন। প্রতি প্যাকেট বিড়ির সর্বনিম্ন দাম ১৫ টাকা। অর্থমন্ত্রী তাঁর বাজেট বক্তব্যে বলেছেন, দেশের জনসাধারণের স্বাস্থ্যঝুঁকি ও ধূমপানজনিত চিকিৎসা ব্যয় বিবেচনায় এ খাত টিকিয়ে রাখার যৌক্তিক কোনো কারণ নেই।",Human,0
4617,"উড়োজাহাজে চড়ে বিদেশ গেলে এখন থেকে আপনাকে বাড়তি কর দিতে হবে। সার্কভুক্ত দেশগুলো বাদে এশিয়ার অন্য দেশে উড়োজাহাজের টিকিটের ওপর ১ হাজার টাকা জায়গায় ২ হাজার টাকা এবং ইউরোপ, যুক্তরাষ্ট্র ও অন্যান্য দেশে গেলে দেড় হাজার টাকার জায়গায় ৩ হাজার টাকা আবগারি শুল্ক দিতে হবে। এ শুল্ক টিকিটের দামের ভেতরে অন্তর্ভুক্ত থাকবে। ফলে উড়োজাহাজের টিকিটের দাম বাড়বে। তবে দেশের ভেতরে যাত্রা ও সার্কের দেশগুলোতে ভ্রমণের ক্ষেত্রে এ কর অপরিবর্তিত থাকবে।",Human,0
4618,"ব্যাংক হিসাবে কমপক্ষে ১ লাখ টাকা থাকলে আবগারি শুল্ক বাড়ছে। আজ বৃহস্পতিবার ২০১৭-১৮ অর্থবছরের প্রস্তাবিত বাজেটে অর্থমন্ত্রী আবুল মাল আবদুল মুহিত এ কথা বলেন। এত দিন বছরের যে কোনো সময় ব্যাংক হিসাবে ২০ হাজার টাকা পর্যন্ত থাকলে আবগারি শুল্ক আরোপ করা হতো না। এখন ১ লাখ টাকার ক্ষেত্রে তা প্রযোজ্য হবে। ব্যাংক হিসাবে এক লাখ টাকা থেকে ১০ লাখ টাকা পর্যন্ত থাকলে আবগারি শুল্ক (এক্সাইজ ডিউটি) দিতে হবে ৮০০ টাকা, যা বর্তমানে রয়েছে ৫০০ টাকা। আর ১০ লাখের ওপর থেকে এক কোটি টাকায় বর্তমানে দেড় হাজার টাকা আবগারি শুল্ক দিতে হয়। এখন তা বাড়িয়ে আড়াই হাজার টাকা করা হয়েছে। এক কোটির ওপর থেকে পাঁচ কোটি রাখার ক্ষেত্রে বর্তমানে আবগারি শুল্ক দিতে হয় বছরে সাড়ে সাত হাজার টাকা। শুল্কহার বাড়ানোয় দিতে হবে ১২ হাজার টাকা। আর পাঁচ কোটি টাকার ওপরে থাকলে এক বছরে আবগারি শুল্ক ১৫ হাজার টাকার পরিবর্তে ২৫ হাজার টাকা দিতে হবে। বছরে একবার এই হার কাটা হবে।",Human,0
4620,"শুল্ক ও সম্পূরক শুল্কসংক্রান্ত সব পরিবর্তনই বাজেট ঘোষণার সঙ্গে সঙ্গে কার্যকর করা হয়, যা গত বৃহস্পতিবার থেকেই কার্যকর হয়ে গেছে। আমদানি শুল্ক, সম্পূরক শুল্কসহ সব ধরনের করারোপের ক্ষেত্রে নতুন হার প্রযোজ্য হবে। প্রভিশনাল কালেকশন অব ট্যাক্সেস অ্যাক্ট, ১৯৩১ সালের ৩ নম্বর ধারা অনুযায়ী বাজেটের প্রস্তাবসহ কার্যকর করা হয়েছে। তবে এবার ব্যাংকে টাকা রাখার ওপর আবগারি শুল্ক বৃদ্ধির প্রস্তাব ১ জুলাই থেকে কার্যকর হবে। এক্সাইজ অ্যান্ড সল্ট অ্যাক্ট ১৯৪৪ সালের প্রথম তফসিলে এই পরিবর্তন করা হয়েছে। প্রতিবছর অর্থমন্ত্রী তাঁর বাজেট বক্তৃতায় শুল্ক ও সম্পূরক শুল্কসংক্রান্ত যেসব প্রস্তাব করেন, তা প্রভিশনাল কালেকশন অব ট্যাক্সেস অ্যাক্ট, ১৯৩১-এর মাধ্যমেই তাৎক্ষণিকভাবে কার্যকর করা হয়। এটাই নিয়ম। প্রতিবারই অর্থবিলে এর কথা উল্লেখ করে তাৎক্ষণিকভাবে প্রস্তাবসহ কার্যকর করার ঘোষণা দেওয়া হয়। অর্থবিলের শেষাংশে এ কার্যকর করার ঘোষণাটি থাকে। শুল্ক-সংক্রান্ত পরিবর্তনগুলো তাৎক্ষণিকভাবে কার্যকর না করা হলে পণ্যের আমদানি শুল্ক কিংবা সম্পূরক শুল্ক বাড়ানো কিংবা কমানো হলে স্থানীয় বাজারে প্রভাব পড়তে পারে।",Human,0
4621,"এক বছরের মধ্যে ভারতে গিয়ে তিনবার কেনাকাটার পর চতুর্থবারে আপনাকে কিনে আনা পণ্যের ওপর কর দিতে হবে। যাত্রী (অপর্যটক) ব্যাগেজ (আমদানি) বিধিমালা (ব্যাগেজ রুল নামে পরিচিত) সংশোধন করে এ নিয়ম করেছে জাতীয় রাজস্ব বোর্ড (এনবিআর)। এতে মূলত বিপাকে পড়বেন সেই সব ব্যবসায়ী, যাঁরা ভারতে গিয়ে ব্যাগভর্তি পণ্য কিনে এনে দেশে বিক্রি করেন। ব্যাগেজ রুলের আওতায় স্থলবন্দর দিয়ে আগত একজন যাত্রী বিদেশে অবস্থানের সময় নির্বিশেষে ৪০০ মার্কিন ডলার মূল্যের ব্যাগেজ সব ধরনের শুল্ক ও কর পরিশোধ ব্যতিরেকে আমদানি করতে পারতেন। এখানে একটি নতুন শর্ত যোগ করে এনবিআর বলেছে, এক পঞ্জিকা বছরে একজন যাত্রী এ সুবিধা তিনবারের বেশি পাবেন না। বর্তমানে বাংলাদেশের অনেক মানুষ বারবার ভারতে গিয়ে পণ্য কিনে আনেন, সেগুলো ঢাকার বিভিন্ন বিপণিবিতানে সরবরাহ করেন এবং ই-কমার্স সাইটগুলোতে বিক্রি করেন। এখন এ সুযোগ সীমিত হওয়ায় তাঁদের এ প্রবণতা বন্ধ হতে পারে। গত বৃহস্পতিবার ২০১৭-১৮ অর্থবছরের বাজেটের সঙ্গে এ সংশোধনী জারি করা হয়।",Human,0
4623,বিয়ে করতে চান? ঘটকের কাছে যাবেন? ঘটকের কাছে গেলে খরচ কমবে। ঘটকেরা কিন্তু এখন আর ভ্যাট নেবেন না। ঘটকালি সেবাকে ভ্যাটমুক্ত রাখা হয়েছে। পুরোনো আইনে ঘটকালি প্রতিষ্ঠানের সেবার ওপর ১৫ শতাংশ ছিল। দেশে বাণিজ্যিকভাবে শত শত ঘটকালি প্রতিষ্ঠান তৈরি হয়েছে। এর মধ্যে ঘটক পাখি ভাই বেশ জনপ্রিয়।,Human,0
4625,"অবসরপ্রাপ্ত সরকারি চাকরিজীবীদের পেনশনের অর্ধেক টাকা আজীবন মাসিক ভিত্তিতে নিতে হবে। বাজেট বক্তব্যে অর্থমন্ত্রী বলেছেন, ‘আগামী ১ জুলাই হতে অবসর গ্রহণকারী সরকারি পেনশনধারী আবশ্যিকভাবে তাঁর প্রাপ্য পেনশনের অর্ধেকের ওপর নির্দিষ্ট হারে আনুতোষিক পাবেন। বাকি অর্ধেক আজীবন মাসিক পেনশন হিসেবে পাবেন।’ এ নিয়ম করার একটা ব্যাখ্যাও দেন অর্থমন্ত্রী। বলেন, ‘পেনশনধারীরা আগে সামান্য হারে পেনশন পেতেন। আমরা প্রথমবারের মতো মাসিক পেনশনের ওপর বার্ষিক ৫ শতাংশ হারে ইনক্রিমেন্ট প্রথা চালু করেছি।’ এতে একদিকে পেনশনধারীদের মধ্যে বৈষম্য দূর হবে, অন্যদিকে তাঁদের মূল্যস্ফীতি থেকে সুরক্ষা দেবে বলে মনে করেন আবদুল মুহিত।",Human,0
4626,ইংলিশ মিডিয়াম বা ইংরেজি মাধ্যম স্কুলের টিউশন ফিসহ আনুষঙ্গিক ফির ওপর ১৫ শতাংশ ভ্যাট বসবে। তবে ইংলিশ মিডিয়াম স্কুলের ফির ওপর ভ্যাট নিয়ে উচ্চ আদালতে একটি মামলা রয়েছে। সে কারণে মামলা নিষ্পত্তি না হওয়া পর্যন্ত ভ্যাট আদায় করতে পারবে না এনবিআর। অবশ্য অন্যান্য শিক্ষা ও সরকারি-বেসরকারি প্রশিক্ষণের ওপর ভ্যাট অব্যাহতি আছে।,Human,0
4627,"রেস্তোরাঁয় বসে খাবার খেলেই ১৫ শতাংশ ভ্যাট দিতে হবে। রেস্তোরাঁটি শীতাতপনিয়ন্ত্রিত হোক, আর না হোক, এই ভ্যাটে মাফ নেই। তবে অস্থায়ী রেস্তোরাঁর ক্ষেত্রে ভ্যাট অব্যাহতি দেওয়া হয়েছে। আপনি কি জানেন কোনগুলো অস্থায়ী রেস্তোরাঁ? ভ্যাট আইনের সংজ্ঞা অনুযায়ী, যে রেস্তোরাঁয় কোনো বেষ্টনী নেই; বিদ্যুচ্চালিত পাখা নেই। সাধারণত ফুটপাতের ‘ভাতের হোটেল’কে বোঝানো হয়েছে। অত্যন্ত নিম্ন আয়ের মানুষ সেখানে সস্তায় খাওয়াদাওয়া করেন। ভ্যাট বাঁচাতে ওখানে খেতে যাবেন?",Human,0
4628,"সংবাদপত্র, রেডিও-টিভিসহ গণমাধ্যমে যেসব প্রতিষ্ঠান বিজ্ঞাপন সরবরাহের দায়িত্ব পালন করে, এবার অর্থমন্ত্রী তাদের দিকেও নজর দিলেন। এসব প্রতিষ্ঠানকে এখন থেকে উৎসে কর দিতে হবে। জাতীয় রাজস্ব বোর্ডের (এনবিআর) ভাষায়, এসব প্রতিষ্ঠানের সেবাকে ‘মিডিয়া বায়িং এজেন্সি সার্ভিস’ বলা হয়েছে। এসব সেবাদানকারী প্রতিষ্ঠানকে উৎসে কর দিতে হবে। এসব প্রতিষ্ঠান কমিশন বা ফি নিলে ২৫ লাখ টাকা পর্যন্ত ১০ শতাংশ এবং এর বেশি হলে ১২ শতাংশ উৎসে কর কাটা হবে। অন্যদিকে মোট বিলের ওপর ২৫ লাখ টাকা পর্যন্ত দশমিক ৫ শতাংশ এবং এর বেশি হলে দশমিক ৬৫ শতাংশ উৎসে কর বসবে।",Human,0
4629,"দেশের জুয়েলারি শিল্পের জন্য একটি সোনা আমদানি নীতিমালা করবে সরকার। বাজেট বক্তৃতায় অর্থমন্ত্রী আবুল মাল আবদুল মুহিত বলেছেন, বাংলাদেশে জুয়েলারি শিল্পের উজ্জ্বল ভবিষ্যৎ থাকলেও প্রয়োজনীয় নীতি সহায়তার অভাবে এ শিল্পের তেমন বিকাশ হয়নি। জুয়েলারি শিল্পকে ব্যবসাবান্ধব করতে ব্যবসায়ীরা বিভিন্ন প্রস্তাব দিয়েছেন। অর্থমন্ত্রী বলেন, ‘আমরা স্থির করেছি, সংশ্লিষ্টদের সঙ্গে আলাপ করে সোনা আমদানি ও জুয়েলারি শিল্পের জন্য একটি যুগোপযোগী নীতিমালা করা হবে।’ চলতি বছরের মধ্যেই এ নীতিমালা হবে এবং এর ফলে জুয়েলারি শিল্প বিকাশ লাভ করবে ও রপ্তানি বাজার তৈরি হবে বলে আশা করেন অর্থমন্ত্রী।",Human,0
4630,"চলতি অর্থবছরের মন্ত্রণালয়ভিত্তিক বরাদ্দের হিসাবে পরিবেশ ও বন মন্ত্রণালয়ে বরাদ্দ বেশ কমেছে। গত ২০১৬-১৭ অর্থবছরে এই মন্ত্রণালয়ে বরাদ্দ ছিল ১ হাজার ৮৫০ কোটি টাকা। আর এবারের ২০১৭-১৮ অর্থবছরে তা ৭৩১ কোটি টাকা কমিয়ে বরাদ্দ রাখা হয়েছে ১ হাজার ১১৯ কোটি টাকা। এ বছরের বাজেটে জলবায়ু তহবিল বাবদ নতুন কোনো অর্থ বরাদ্দ দেওয়া হয়নি। তবে এবারের অর্থবছরে জলবায়ু খাতে বরাদ্দবিষয়ক একটি নতুন ধারণা বাজেটে দেওয়া হয়েছে। বাজেটে জলবায়ু সুরক্ষা ও উন্নয়নে সরকারের ছয়টি মন্ত্রণালয় ২০১৭-১৮ অর্থবছরে মোট ১৪ হাজার ৬৩৩ কোটি টাকা ব্যয় করে বলে উল্লেখ করা হয়েছে। ওই মন্ত্রণালয়গুলোর উন্নয়ন বরাদ্দ থেকে জলবায়ু পরিবর্তনের সঙ্গে সম্পৃক্ত প্রকল্প ও কাজে এই অর্থ ব্যয় হবে। অর্থমন্ত্রী তাঁর বাজেট বক্তৃতায় বলেন, এখন থেকে প্রতিটি বাজেটে জলবায়ু খাতে সরকারের ব্যয়ের এই হিসাব তৈরি করা হবে। ২০১৭-১৮ অর্থবছরের বাজেটের সঙ্গে ৮৭ পৃষ্ঠার একটি আলাদা প্রতিবেদন তৈরি করে জলবায়ু সুরক্ষা খাতে ওই বরাদ্দের হিসাব দেওয়া হয়েছে।",Human,0
